// Localization Table
// Language: Simplified Chinese
[Info]

//2411. ORIGINAL [#FF8080FF]: And we're not alone.
b44386a8-4702-4818-abd6-f4fdba88980f = 但这里并不只我一个人.

//2412. ORIGINAL [#FF8080FF]: Just around this corner is a woman. A woman who used to work here.
76ad3d60-8bf9-4d75-b276-cc6ceb772e64 = 就在这个拐角有个女人.一个曾经在这里工作的女人.

//2413. ORIGINAL [#FF8080FF]: Her mind's a blank, and she's angry...
75b4b6b8-6906-4dec-b4ec-7d0c3558ae4d =她原地不动,咆哮着

//2414. ORIGINAL [#FF8080FF]: ... but her leg is injured, so we're safe. She's stationary.
864ec3ef-5870-4e2a-bcd2-f63ea738fc76 = ..我看到她的腿受伤了,我们现在很安全.

//2415. ORIGINAL [Black]: *distant gunfire*
68b3d124-2b82-4fe6-af59-c88afe36c2c9 = **远处的枪声**

//2416. ORIGINAL [#FF8080FF]: This might shock some viewers.
4d99b32c-f94c-44bf-aed0-8803f9fdf9b2 = 这可能会让一些观众感到恐惧.

//2417. ORIGINAL [#FF8080FF]: Did those noises just come from the camp?
e494bbc6-411f-4304-8024-4a447ad55007 = 那些声音是刚从营地传来的吗？

//2418. ORIGINAL [#FF8080FF]: Did you hear that?
cd521751-8eed-4da2-af40-6a9216a63049 = 你听到了吗？

//2419. ORIGINAL [Red]: HGRAAAHHHH!
3f5a1110-3ec7-4b06-8564-1c6968e7ba03 =啊！

//2420. ORIGINAL [#FF8080FF]: FUCK!
8807c787-f38b-4616-9b3c-ca3a8e52a637 =草！

//2421. ORIGINAL [#FF8080FF]: Shoot her!
b378d9f3-aa3e-4198-9623-16c5bb15e9c5 = 射她！

//2422. ORIGINAL [#FF8080FF]: Oh God!
ca5bc96c-1a8a-4df0-8774-af6b50f7d6e0 = 天哪！

//2423. ORIGINAL [#FF8080FF]: Jesus! Fuck!
364e083e-8025-481b-b80e-cad83c579372 = 耶稣！ 他妈的！

//2424. ORIGINAL [#FFFFC000]: Chaos on the Knox Event line. The President demands calm.
16d30039-f2ab-4db0-9ad2-101387e78bb2 = 诺克斯事件专线上的混乱. 总统要求保持冷静.

//2425. ORIGINAL [#FFFFC000]: Amidst images of violence on the Knox Event border...
41287344-85ec-42ea-b811-beaf900778be = 在诺克斯事件边界上的暴力影像中...

//2426. ORIGINAL [#FFFFC000]: ... and another night with the streets of our cities ablaze.
797e111c-88df-49bc-aec5-9111e3f72245 = ……以及我们城市街道上的又一个夜晚.

//2427. ORIGINAL [#FFFFC000]: The President has demanded calm.
bbe2978f-fa64-4a6a-af03-2d33ce58fac3 = 总统要求保持冷静.

//2428. ORIGINAL [#FFFFC000]: We've lost contact with our reporter Kirsty Cormick, but we have incoming reports...
d349a46f-1d21-48f5-a038-3aa6f304aa99 = 我们与我们的记者柯尔斯蒂·科米克失去了联系,但我们有新的报道...

//2429. ORIGINAL [#FFFFC000]: ... of gunfire and civilian casualties in the Knox border camp.
f337fdb6-3f8a-4f46-a16d-89b7fb028491 = ..诺克斯边境营地的枪声和平民伤亡.

//2430. ORIGINAL [#FFFFC000]: We'll have all the developments...
72a6923a-9843-46f4-84f7-b5126ed07522 = 我们会得到所有的进展...

//2431. ORIGINAL [#FFFFC000]: This is Triple-N with a shocking development.
9154a835-136b-460a-b287-dd2902920da3 = 这是Triple-N频道,有一个令人震惊的进展.

//2432. ORIGINAL [#FFFFC000]: You're watching yesterday's pictures from the...
31b1fbb9-2a35-45ad-98bf-fa20a55ed656 = 你现在收看的是昨天从...

//2433. ORIGINAL [#FFFFC000]: ... military and evacuee camp of the Exclusion Zone border.
56e4fcc5-dc2a-4ac6-8cfa-40a0a99802d8 = ..隔离区边界的军事和疏散营地.

//2434. ORIGINAL [#FFFFC000]: A huge crowd emerges from INSIDE the Event Zone...
a8732d9d-b370-4aaa-99d6-a8804c5b5e2d = 一大群“人”从隔离区内涌出.

//2435. ORIGINAL [#FFFFC000]: ... attacking evacuees and military representatives alike.
c82fa26b-1159-4185-be59-0e0910e2b204 = ..袭击撤离者和驻防部队.

//2436. ORIGINAL [#FFFFC000]: Triple-N has heard reports of other mass population movements...
b1c5592d-4865-4d84-892e-a7fbf3853eef = Triple-N听说过其他大规模人口流动的报告.

//2437. ORIGINAL [#FFFFC000]: ...elsewhere in the Zone.
20bf9e4d-e144-4aa3-8daf-8638d371c7a3 = ..在禁飞区的其他地方.

//2438. ORIGINAL [#FFFFC000]: We're trying to get in contact with our correspondent on the ground but...
8181e419-aa98-480b-ab09-0675790ea62a = 我们正试图与我们在地面的记者取得联系,但是...

//2439. ORIGINAL [#FFFFC000]: ... Oh God. Are you seeing this?
4b3a7acc-671c-443f-b076-349fabaa0a64 = ..哦上帝啊.你看到这个了吗？

//2440. ORIGINAL [#FFFFC000]: This can't be real.
055aac50-3099-408b-b231-cfd26a0fa99c = 这不可能是真的.

//2441. ORIGINAL [#FFFFC000]: If you're just tuning in, prior to these...
47bb38b5-310d-4f44-b775-0f7ee50f88ce = 如果你刚刚收看,在这些之前...

//2442. ORIGINAL [#FFFFC000]: ... horrendous scenes...
17b4233d-6991-491c-a369-bd49fc817aa0 = ..可怕的场面.

//2443. ORIGINAL [#FFFFC000]: ... there was conflict between US Military officials and civilian parties.
20b3ca91-a69a-4448-8086-6a0b537cb90c = ..美国军方官员和平民发生了冲突.

//2444. ORIGINAL [#FFFFC000]: There was gunfire and, we believe, explosions.
7752c5e8-e53d-449c-a937-44943c168cfa = 有枪声,我们相信还有爆炸声.

//2445. ORIGINAL [#FFFFC000]: Now, a huge wave of infected has...
35097a1b-cd52-481a-b7d6-84efb528b7c7 = 现在,一股巨大的感染浪潮已经..

//2446. ORIGINAL [#FFFFC000]: There's just so many of them!
6ac32ac1-120d-4b30-83df-f1caed1c7889 = 他们实在是太多了！

//2447. ORIGINAL [#FFFFC000]: The Knox Event boundary has been broken!
2b7b30e2-c506-4a66-8cc5-6e83e07335c1 = 诺克斯事件封锁线已被突破了！

//2448. ORIGINAL [#FFFFC000]: We'll have reports throughout the day.
50b7907f-c6e0-4313-b8fb-71322e0604d4 = 我们全天都会有报道.

//2449. ORIGINAL [#FFFFC000]: Jesus.
d555abef-eddf-4fbe-86a5-ca7276809b9a = 老天.

//2450. ORIGINAL [#FF00B050]: I'm on late today. This isn't my usual slot.
dc7068da-6ce6-4dbd-bd95-15fb83106a20 = 我今天上得很晚.这不是我平时的位置.

//2451. ORIGINAL [#FF00B050]: For a good reason.
c49654cd-98ee-4ad1-b30d-f61ce1c55cfd = 这是有充分理由的.

//2452. ORIGINAL [#FF00B050]: If you haven't seen it...
a645dede-d061-450f-9bcb-62ce08dcfa21 = 如果你还没看过的话...

//2453. ORIGINAL [#FF00B050]: ... several hours ago a wave of 'changed' people surged over the Event line.
ff1ac74a-7a8d-403e-9cc6-b6c85734cef4 = ..几个小时前,一波“换装”的人涌入活动现场.

//2454. ORIGINAL [#FF00B050]: An enemy from within.
4597e1ec-2d88-4c91-98c8-731f5fbdf685 = 来自内部的敌人.

//2455. ORIGINAL [#FF00B050]: We don't know the death toll just yet.
bf9090be-956b-4403-b429-4ee9bcd0285d = 我们现在还不知道死亡人数.

//2456. ORIGINAL [#FF00B050]: Only that it's high.
95d716e3-b028-40c9-be82-b10550c4ae31 = 只知道它很高.

//2457. ORIGINAL [#FF00B050]: Those boys didn't sign up for this y'know.
00afabd8-365a-482f-aa1d-d75d1a74c64d = 你知道,那些男孩不是为了这个而报名的.

//2458. ORIGINAL [#FF00B050]: No-one did.
dc2a41f2-b279-408b-9a30-2483a5f40602 = 没人知道.

//2459. ORIGINAL [#FF00B050]: My world's falling apart.
8175ed6c-b6bb-428a-86bd-6025ebbd5431 = 世界正在分崩离析.

//2460. ORIGINAL [#FF00B050]: Watch this on the VT... those people aren't human.
22298f17-75da-4ab3-843e-447421c117d3 = 在录像机上看这个...那些人不是人类.

//2461. ORIGINAL [#FF00B050]: There's an image in amongst it all.
a0bb50f4-11e4-42ca-9be7-f195b9c2acee = 这其中有一幅图像.

//2462. ORIGINAL [#FF00B050]: A young girl calling for help, dragged from a car.
0f516e60-1457-4f11-9501-4d57ad4f4240 = 一个年轻女孩呼救,被从车里拖出来.

//2463. ORIGINAL [#FF00B050]: Just yelling, and screaming.
96e7596a-7e54-47ba-9edd-d344292438f6 = 她大喊大叫.

//2464. ORIGINAL [#FF00B050]: Knowing that, whoever she was talking to...
3a0d9d8e-87c9-428d-9f66-0daa0f9e6c25 =只知道了这一点,不管她在和谁说话... 

//2465. ORIGINAL [#FF00B050]: ... it was too late.
3ac1cd73-7eff-44d7-acab-4147fa66ffcd = ...都太晚了.

//2466. ORIGINAL [#FF00B050]: I'm sorry I can't talk any more today.
c955bf59-5ed8-4201-a751-bcbea2553313 = 对不起,我今天不能再说话了.

//2467. ORIGINAL [#FF00B0F0]: That was Judge Matt Hass. Good evening, you're...
71edd28b-b585-42e2-bc86-2d3606093f2f = 那是马特·哈斯法官.晚上好,你是...

//2468. ORIGINAL [#FFFFC000]: We're going straight to the Knox Event.
0478ec89-072e-49bd-8f86-342992f18f46 = 我们直接去诺克斯事件.

//2469. ORIGINAL [#FFFFC000]: Kirsty, are you there?
9b4f2da9-5242-4ccd-a511-ce035869d07e = 克里斯蒂,你在吗？

//2470. ORIGINAL [#FF8080FF]: I am. There are horrific scenes here.
2cd76e36-1e63-4ea1-8152-0e145704a924 = 是的.这里有可怕的场景.

//2471. ORIGINAL [#FF8080FF]: All reports indicate that violence and gunfire in the border camp...
dbbe1ea8-1ae9-4873-988d-225ad5111f52 = 所有报告都表明,边境营地发生了暴力和枪击事件...

//2472. ORIGINAL [#FF8080FF]: ... caused a surge of infected civilians that broke through the border.
ca37cbf2-080f-4cf6-b630-4ace2a9584c1 = ...导致大量受感染的平民越过了隔离区边境.

//2473. ORIGINAL [#FF8080FF]: We have no official numbers, but casualties are high.
8a3cc2c0-88e6-432e-9705-5a59e485d245 = 我们没有官方数据,但是伤亡很大.

//2474. ORIGINAL [#FFFFC000]: Has the military restored order Kirsty?
c7d5b609-9899-4071-86db-46cce4022516 = 军方恢复秩序了吗,柯尔斯蒂？

//2475. ORIGINAL [#FF8080FF]: That's hard to say. Those who could head North have done so.
e70dd3fb-cb9a-4b1c-a5ed-7ca69a39493f = 这很难说.那些可以向北进发的人已经这样做了.

//2476. ORIGINAL [#FF8080FF]: A large number of military vehicles are moving alongside them.
76d3ec4b-cde6-4cd7-aed9-6a1707d2201a = 大批军车正与他们并肩行驶.

//2477. ORIGINAL [#FF8080FF]: The Army are pulling back.
e71aca47-09a1-4882-be01-17b8b4f2ef70 = 军队正在撤退.

//2478. ORIGINAL [#FFFFC000]: The camp has been abandoned?
76145d5e-60b9-4d10-8031-887a7d0952a3 = 隔离区营地已经被军方抛弃了吗？

//2479. ORIGINAL [#FF8080FF]: Yes, but...
86d38746-1e20-4be4-89be-af2ed941f440 = 是的,但是..

//2480. ORIGINAL [#FF8080FF]: ... I'm sorry to say this but some have been left behind.
babaf701-2de9-4eb8-8538-8d3956ad7b20 = ..我很抱歉这么说,但是有些最后撤离的人.

//2481. ORIGINAL [#FF8080FF]: Some folk who were... bitten.
1e381151-2dca-44c1-b8eb-911c105ea1c2 = 有一些人...他们被咬了.

//2482. ORIGINAL [#FF8080FF]: Some folk who wanted to stay and help.
a0266777-d9a8-4b58-af80-1a527c38072f = 那些想留下来帮忙的人.

//2483. ORIGINAL [#FF8080FF]: It's a desperate scene here in Kentucky.
944662a9-c2e7-42b0-9474-d4564fee0c00 = 这是肯塔基州令人绝望的一幕.

//2484. ORIGINAL [#FFFFC000]: Desperate indeed. Thank you Kirsty.
daad0a3d-b0de-4032-91e4-3c25729dde1c = 确实很绝望.谢谢你,柯斯蒂.

//2485. ORIGINAL [#FF8080FF]: This is Kirsty Cormick.
35b637db-91ba-4ce5-839d-a73d696d9643 =我是柯斯蒂·科米克

//2486. ORIGINAL [#FF8080FF]: The Knox Event infection is spreading.
2fb67d42-1259-4d1e-89ba-e86e2cd49b08 = 诺克斯事件的感染正在蔓延

//2487. ORIGINAL [#FF8080FF]: It's spreading fast, and it's spreading without fluid contact.
29d60fff-d011-468c-90db-5e59f9cae45d = 即使在没有液体接触的情况下,它的传播速度依然非常的快

//2488. ORIGINAL [#FF8080FF]: It came out with the infected over the Event line.
c57236f3-af2d-4aaa-9c72-dff4014d1bd0 = 自从诺克斯事件之后产生了大量的感染者

//2489. ORIGINAL [#FF8080FF]: It's chaos here.
74d58b55-1030-43d4-9b4b-109ffed13909 = 这里现在非常混乱

//2490. ORIGINAL [#FF8080FF]: People are heading North to Louisville, but it's gridlock.
397c67d7-a9ae-404a-a917-ce7d472f509e = 人们正试图向北逃往路易斯维尔,但是交通系统已经瘫痪了

//2491. ORIGINAL [#FF8080FF]: People are hungry, people are fighting.
87d6887a-5412-4c87-a95e-e8e5363f9dae = 人们正在挨饿,甚至于开始互相攻击

//2492. ORIGINAL [#FF8080FF]: And now they're falling ill:
f60491dd-cd73-433d-9722-7eee4627b201 = 现在,他们开始出现感染的症状

//2493. ORIGINAL [#FF00B050]: My father... he's not bitten.
4f513dba-d1bf-4123-9e8c-e0ecd3380c50 = 我的父亲.....他没有被咬伤

//2494. ORIGINAL [#FF00B050]: He hasn't even seen one of those things.
a77e2c25-b611-4eb0-878f-1b37f1e82535 = 他甚至都没见过这些感染者

//2495. ORIGINAL [#FF00B050]: But now he's laid low with fever.
f12112e3-8b88-4304-9e0d-671cccb86a3f = 但是他现在已经开始发烧了

//2496. ORIGINAL [#FF00B050]: I know what it is. I saw my wife with the same thing.
2fdf3c8e-eecf-4ac0-9f6b-771716cf98f6 = 我知道这是怎么回事,因为我在我妻子的身上看到过同样的症状

//2497. ORIGINAL [#FF00B050]: He's going to change.
c2339522-9937-41be-a4ce-c15c4e62a278 = 他要“变了”

//2498. ORIGINAL [#FF00B050]: Can we come in your news van?
33d1288b-dbab-414e-847a-158301590ce2 = 我们能去你的新闻车上么？

//2499. ORIGINAL [#FF00B050]: When they find out they'll... you've seen what they're doing?
17ea4236-91c0-42a9-ad94-5374e42703da = 如我我们被它们发现了.....你见过它们都做了些什么嘛？

//2500. ORIGINAL [#FF00B050]: The others? They'll kill him!
8ab1246e-2ead-4bfb-b517-dc92bf2c3b50 = 其他的人都在哪？他会死的！

//2501. ORIGINAL [#FF00B050]: He can't die! He can't die!
945b8341-cc14-41da-8e6a-3c1ba0b5b5ae = 他不会死！他不会死！

//2502. ORIGINAL [#FF8080FF]: This is Kirsty Cormick, on the road to Louisville.
e93607e2-4042-464c-9ccd-ebb56361b144 = 我是柯斯蒂·科米克,在去路易斯维尔的路上

//2503. ORIGINAL [#FF00B050]: We've had word from our reporter on the ground in Kentucky.
19d47981-6e52-4289-94ad-69b86f0070d7 = 我们从肯塔基州当地的记者那里得到消息

//2504. ORIGINAL [#FF00B050]: It's spreading without bites.
eb71d887-7f2b-40bc-ab8f-a7010b60b352 = 它不仅只通过咬伤传播

//2505. ORIGINAL [#FF00B050]: Get away from your television NOW.
035c501f-5e16-40f2-a14d-c1661d472b5f = 现在赶快从电视前面起来！就现在！！

//2506. ORIGINAL [#FF00B050]: Lock the door. Get into the basement.
a2bebdb9-c539-4d9b-a41c-660b66ebb219 = 把门锁上,躲进地下室里

//2507. ORIGINAL [#FF00B050]: No one knows how it's happening, but it is.
3fe05d95-d664-4bbe-aba6-e9d391ec026c = 没人知道是怎么回事,但是它已经发生了

//2508. ORIGINAL [#FF00B050]: Keep away from people, animals... everything.
9f7affdc-e0e2-4d05-8e05-ee322fbfe3e9 = 远离所有的人、动物.....所有东西

//2509. ORIGINAL [#FF00B050]: Purify water. Turn off electrics. Hide.
99a51c0e-b4e1-46c7-bbb6-7912ef109579 = 净化饮用水,关闭所有电器,把自己藏起来

//2510. ORIGINAL [#FF00B050]: It could be coming from anything, anywhere and anyone.
178696b8-9588-4a6c-82ab-471d4241e202 = 它可能通过任何东西、任何地方、任何人进行传播

//2511. ORIGINAL [#FF00B050]: Go get your guns people.
9db1cfd1-1a4f-4b3d-8c29-c6015b3a9a3f = 拿上你的枪吧,朋友

//2512. ORIGINAL [#FF00B050]: Disassemble them. Clean them, then reassemble.
cb6f9453-181a-4a54-8e99-aa73af7a87e1 = 拆开并清洁它们,好好的保养一下

//2513. ORIGINAL [#FF00B050]: Lock them. Load them. Keep 'em that way.
9a5d1cf6-48e2-4a65-9de7-dd24f675b84c = 打开保险,上膛,然后端好它

//2514. ORIGINAL [#FF00B050]: The founders of this beautiful nation gave us a right to bear arms.
f77da557-7871-4627-8104-35b2bd6e378e = 这个美好的国家的创立者们赋予了我们持有武器的权利

//2515. ORIGINAL [#FF00B050]: Liberals have tried to take that right away for years.
814abd19-233c-418d-a7b5-7bd4da9a1597 = 多年以来,民主党一直在试图禁枪

//2516. ORIGINAL [#FF00B050]: I've sat behind this desk so many times, explaining the obvious.
b19c9162-a65a-430a-8aea-920b3def902c = 这很显而易见,我见识过太多次了

//2517. ORIGINAL [#FF00B050]: Well, who's glad they've been at the range now - huh?
d1338097-b900-4e48-85b7-b1b07dc83514 = 那么,现在有谁因为身在“靶场”而感到庆幸？嗯？

//2518. ORIGINAL [#FF00B050]: Protect yourself, and you protect our future.
c41f5601-6303-4bf6-83e9-0063e649aa03 = 保护好你自己,你就保护了我们的未来

//2519. ORIGINAL [#FF00B050]: This is it. We're ready.
c57d21e5-b7c8-4851-b377-1933432bec45 = 就是这样,我们以及做好准备了

//2520. ORIGINAL [#FF00B050]: God bless.
137087b6-36c5-43d5-ab4b-85cb01214f6d = 上帝保佑

//2521. ORIGINAL [#FFFFC000]: Bringing you the facts you need to know, as the Knox Event widens.
db2876b4-46ba-42ef-96d2-467e6d4ab511 = 随着诺克斯事件的扩大,我们给你带来了一些你必须知道的事

//2522. ORIGINAL [#FFFFC000]: The Knox Infection is spreading throughout Kentucky, and further North.
26cad828-3f03-4e88-b4e7-c8a5704d30ed = 诺克斯的感染正在向肯塔基州蔓延,并进一步向北传播

//2523. ORIGINAL [#FFFFC000]: Huge numbers of civilians are laid low by sickness.
12c18e6e-03f7-421f-9942-f231b6354bf9 = 大量平民因疾病死亡

//2524. ORIGINAL [#FFFFC000]: Infected bodies have begun to rise.
6eebf713-bf89-4145-9137-3383e8534bcd = 受到感染的尸体在大量增加

//2525. ORIGINAL [#FFFFC000]: These pictures show an infected attack on the outskirts of Louisville.
b7dd6c3c-bf15-43e7-ac13-67395ce3375b = 这是受感染的路易斯维尔郊区的照片

//2526. ORIGINAL [#FFFFC000]: Isolated reports suggest that the infected are, scientifically, deceased.
bda571b5-f312-4dc6-b08a-1df6f61f296d = 独立的报告显示,感染者在医学上已经死亡

//2527. ORIGINAL [#FFFFC000]: A statement from the office of the President reads as follows.
7adcc827-1aa0-4eef-8882-96c71ad6c0d7 = 总统办公室已经发表声明

//2528. ORIGINAL [#FFFFC000]: Meanwhile efforts are being made to curtail inter-state movement.
29674bcc-cd32-402e-bbfe-df3fbe110d47 = 与此同时,我们正在努力减少国家间的人员流动

//2529. ORIGINAL [#FFFFC000]: Key bridges and river crossings are being blocked.
734adcd4-1906-42b8-aab3-8b6b042dec8c = 主要桥梁和港口已经被封锁

//2530. ORIGINAL [#FFFFC000]: We'll update you throughout the day...
c0279d02-2652-4a1a-a549-d34ecb33b884 = 我们会全天为您更新.....

//2531. ORIGINAL [#FFFFC000]: We're here with vital news.
1378b37c-e174-4d5f-a71b-77e4b7214e7e = 我们这里有重要消息

//2532. ORIGINAL [#FFFFC000]: As the Knox Infection spreads, so do the scenes of horror.
983803f6-842d-4523-9019-32654e22f2bb = 随着诺克斯感染的扩散,恐怖的场面也在蔓延.

//2533. ORIGINAL [#FFFFC000]: After twenty four hours the spread of flu-like symptoms has accelerated.
df97728e-16af-4b18-82d2-fe5509274981 = 24小时后,流感样症状的疾病传播速度加快

//2534. ORIGINAL [#FFFFC000]: There are suspected cases throughout surrounding states.
8e372486-ff7f-49aa-a336-c3af91b883e7 = 周边各州都有疑似病例

//2535. ORIGINAL [#FFFFC000]: However, there are individuals who are NOT immediately endangered.
a21d6475-5256-4a6e-b7f8-9d958a7a838d = 然而,也有一些人并没有立即出现感染症状

//2536. ORIGINAL [#FFFFC000]: We have obtained this audio recording from Kirsty Cormick.
bb3c395d-1892-4491-bb89-94f824dbb0c3 = 我们从柯斯蒂·科米克那里得到了这段录音

//2537. ORIGINAL [#FF8080FF]: I'm hoping you guys get this.
ff8aa143-64ef-42bd-9aad-5e0de48d3452 = 我们希望你们能知道这些

//2538. ORIGINAL [#FF8080FF]: Duke, my camera guy - he's got the fever.
3d5b2102-408f-424a-979f-5083be3b2693 = 杜克,我的摄像师-他发烧了

//2539. ORIGINAL [#FF8080FF]: Everyone's got it here.
27dfa192-9d81-4633-a79b-5ad1780fa0d2 = 这里的每个人都是.....

//2540. ORIGINAL [#FF8080FF]: I don't know why.
c1431914-8d84-456f-ac28-b3a1acec5798 = 我不知道为什么

//2541. ORIGINAL [#FF8080FF]: Maybe it was just dormant, maybe we had it all along...
793f4aef-d094-4a35-8aaa-aaa0feae66bf = 也许它之前一直处在休眠期,也许我们很早之前就被感染了.....

//2542. ORIGINAL [#FF8080FF]: But everywhere I look I see dead and dying people.
fdbe9399-1b3e-43ce-9b10-ed5e7d5376a0 = 但是,在所有的地方我都见到过濒死的人

//2543. ORIGINAL [#FF8080FF]: Left on the street. Lying in doorways.
8a7a0fcd-bf4b-4e53-8fac-628b559af0aa = 留在街上的...躺在门口的....

//2544. ORIGINAL [#FF8080FF]: But I'm okay.
a9dbfd11-fe0d-49c5-818f-0eb797e9820e = 但是我现在还好

//2545. ORIGINAL [#FF8080FF]: I need you to tell people that...
7616825c-fabd-4c64-bffd-7fd047225b95 = 我需要你告诉人们....

//2546. ORIGINAL [#FF8080FF]: ... I think some people are immune.
26b49a24-5510-4d51-a0b6-83deda968a7f = ....我觉得一定有一些人是免疫力的

//2547. ORIGINAL [#FF8080FF]: Some lucky people.
8ddae0e8-6a98-4bee-9052-4b8834ce106e = 一些幸运的人

//2548. ORIGINAL [#FF8080FF]: Oh God, I've got to go.
4da2dee9-b04a-4c95-8a13-bd0837933cb8 = 淦,我必须要走了

//2549. ORIGINAL [#FF8080FF]: They've seen me.
fb29a2ec-72f3-41ee-b3fa-1060bdfb9b01 = 它们看到我了

//2550. ORIGINAL [#FFFFC000]: I'm afraid we come with bad news. Worse news.
a8fe4cc7-9a0c-48c1-9973-fa523b1fc56e = 恐怕我们带来了坏消息.非常糟糕的消息

//2551. ORIGINAL [#FFFFC000]: As scenes of horror unravel at home, shocking news from overseas.
51ed5c08-07dc-4a0f-af1d-260055c466d9 = 随着恐怖场面在国内蔓延,来自海外的令人震惊的消息

//2552. ORIGINAL [#FFFFC000]: Symptoms similar to those of the Knox Event have been reported in the United Kingdom...
9f6c09cb-4ef1-4aa8-a388-6d37f260a5b6 = 与诺克斯事件相似的症状在英国也有报道

//2553. ORIGINAL [#FFFFC000]: ... and in Somalia, Africa.
2020cfc2-8ea0-4f82-8e4c-cceeb716f4bf = .....还有索马里,非洲

//2554. ORIGINAL [#FFFFC000]: These pictures clearly show Knox Event infections...
bb88776b-5ca4-4cb8-8e4e-362f5b228433  = 这些图片清楚地显示了诺克斯感染事件.....

//2555. ORIGINAL [#FFFFC000]: ...in Norfolk, England and at an unknown location within the Somalian capital Mogadishu.
70aa18c7-7b92-43d9-8ed1-cf453221d675 = ....在英国诺福克和索马里首都摩加迪沙的一个未知地点

//2556. ORIGINAL [#FFFFC000]: I'm so sorry.
9e914884-b41e-43ec-aaba-faa456a758da = 我很抱歉

//2557. ORIGINAL [#FFFFC000]: We have anecdotal evidence that a very small minority...
97d6507e-2b9e-4f92-82be-cbb6fa3a332d = 我们有证据表明有一小部分....

//2558. ORIGINAL [#FFFFC000]: ...of people may be immune.
cf8912eb-b9e0-44ee-ab21-5bd11ed3f1bb = ......一小部分的人能够免疫

//2559. ORIGINAL [#FFFFC000]: Wherever you are though, please take care.
23203e5f-0a51-4399-aa58-dff976e21586 = 无论现在你在哪里,请小心

//2560. ORIGINAL [#FFFFC000]: Take care of your loved ones, find food and hide.
6b9c595b-b026-4e70-a7e5-f86ffbd8d7b0 = 照顾好你所爱的人,储备好食物,躲起来

//2561. ORIGINAL [#FFFFC000]: Please don't fight.
6beeada2-5e69-4239-9d65-8d660c1fc89d = 请不要互相攻击

//2562. ORIGINAL [#FFFFC000]: We can do this together.
37e343f8-ed79-4cc8-a677-d5326f895236 = 我们能一起做到的

//2563. ORIGINAL [#FF00B050]: What is a body, without a soul?
f58ce283-43e3-4434-9ef2-428ec2911fcf = 什么是没有灵魂的躯体？

//2564. ORIGINAL [#FF00B050]: Impurities aren't tempered.
6953c23c-7951-435e-af53-e51c72a1e931 = 不洁是无法被净化的

//2565. ORIGINAL [#FF00B050]: Urges aren't controlled.
982b12ce-84c3-421c-b46d-a6bbc2823f2e = 冲动是不能被控制的

//2566. ORIGINAL [#FF00B050]: It's just hunger, and anger.
f7f11c9e-ca4f-4cd5-a52a-51b56e9735b2 =它们 只是饥饿和愤怒

//2567. ORIGINAL [#FF00B050]: Maybe I'm reading into them too much.
f76da454-bb74-4c81-b1fa-1a9b0b9866dd = 也许我书读得太多了

//2568. ORIGINAL [#FF00B050]: Maybe they're just a blank.
d7097e0f-1ef5-4b50-9ed9-88ee5ad7cbbf = 也许它们只是一片空白

//2569. ORIGINAL [#FF00B050]: Savagery without thought.
9fa1ccfe-601e-43bf-9edc-bef121d80f2f = 没有思维的野兽

//2570. ORIGINAL [#FF00B050]: Murder on automatic.
a7e42ac8-3923-4202-a2cf-9aae1ae0e873 = 无意识的杀戮

//2571. ORIGINAL [#FF00B050]: The embodiment of death.
64330aa6-79f6-42ca-9ca0-ce86477f0dd4 = 死亡的化身

//2572. ORIGINAL [#FF00B050]: Welcome to Hell, America.
339f8d5f-c472-4cd6-ade5-bed462e45093 = 欢迎来到地狱,美国

//2573. ORIGINAL [#FFFFC000]: <bzzt> local transmissions <fzzt>
0423928f-34dd-4da1-ac89-c3ef6f9c8705 = <嘶嘶..>本地传输<兹兹..>

//2574. ORIGINAL [#FFFFC000]: <bzzt> radio stations <fzzt>
fb86e1a6-a70b-4e57-896b-db5a4466e1ff = <嘶嘶..>无线电台<兹兹..>

//2575. ORIGINAL [#FF8080FF]: This is a recorded broadcast. It will be set to repeat.
a5ba63f0-0aa8-4e8a-abe9-a75fd6762fa6 = 这是一段录音广播,它被设置为重播模式

//2576. ORIGINAL [#FF8080FF]: An unknown plague known as The Knox Infection has taken a hold on America.
d56e5875-6704-4e86-bc45-a0c18e7282f9 = 一种被称为诺克斯传染病的未知瘟疫已经在美国蔓延开来

//2577. ORIGINAL [#FF8080FF]: It is... the stuff of nightmare.
78c841c3-6eb8-4a5f-8110-adae4f4ede60 = 它是...某种像梦魇一样的东西...

//2578. ORIGINAL [#FF8080FF]: If you are still alive...
121f9b0d-340d-4bcd-8693-1d23d48f77a4 = 如果你还活着...

//2579. ORIGINAL [#FF8080FF]: If the fever didn't get to you...
89b12e2a-fdc9-4b47-91f8-e73dfe5cad9b = 如果你没有发烧....

//2580. ORIGINAL [#FF8080FF]: It all rests on you...
47b1a55a-a1b7-4ec5-b3ab-c98a73064ee9 = 全靠你了...

//2581. ORIGINAL [#FF8080FF]: Just please...
2f2b99b0-fdce-47fa-b4d3-e66405438e84 = 拜托了....

